scenario_id,contingency_id,contingency_type,element_table,element_index,load_scale,phase_a_factor,phase_b_factor,phase_c_factor,pv_scale,bess_p_discharge_mw,converged,min_vm_pu,max_vm_pu,max_vuf_percent,max_line_loading_percent,unserved_load_mw,critical_unserved_load_mw,voltage_low_violation,voltage_high_violation,loading_violation,vuf_violation,non_convergence_violation,service_loss_violation,critical_service_loss_violation,violation_label,severity_score
evening_peak_bess_discharge,bess_trip,bess_trip,bess_pair,bess_static_setpoint,1.35,1.05,1.2,1.0,0.05,0.009,True,0.9639213694432961,1.000098670955651,0.3372565394281469,76.40038329428016,0.0,0.0,False,False,False,False,False,False,False,False,0.0
evening_peak_bess_discharge,pcc_outage,pcc_outage,ext_grid,0,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.10023750000000001,0.03948750000000001,False,False,False,False,True,True,True,True,1.0
bess_charging,line_0_out,line_outage,line,0,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0736,0.03465,False,False,False,False,False,True,True,True,1.0
bess_charging,line_1_out,line_outage,line,1,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.05840000000000001,0.03465,False,False,False,False,False,True,True,True,1.0
bess_charging,line_2_out,line_outage,line,2,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0152,0.0,False,False,False,False,False,True,False,True,0.76
bess_charging,line_3_out,line_outage,line,3,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9803112188772326,1.0012419071102012,0.222770207685896,46.92872949788183,0.0,0.0,False,False,False,False,False,False,False,False,0.0
bess_charging,line_6_out,line_outage,line,6,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.010450000000000001,0.0,False,False,False,False,False,True,False,True,0.5225000000000001
bess_charging,line_7_out,line_outage,line,7,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0095,0.0095,False,False,False,False,False,True,True,True,1.0
bess_charging,pv_0_trip,pv_trip,asymmetric_sgen,0,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9803112221156738,1.0012419161469814,0.22277020664914926,46.92869561548852,0.0,0.0,False,False,False,False,False,False,False,False,0.0
bess_charging,pv_1_trip,pv_trip,asymmetric_sgen,1,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.98015335968283,1.0006053861418418,0.1951264206881128,46.9400700198916,0.0,0.0,False,False,False,False,False,False,False,False,0.0
bess_charging,pv_2_trip,pv_trip,asymmetric_sgen,2,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9780561800429832,1.000194490413092,0.2157445956067081,49.61896560918736,0.0,0.0,False,False,False,False,False,False,False,False,0.0
