scenario,converged,min_vm_a_pu,min_vm_b_pu,min_vm_c_pu,min_vm_all_pu,max_vm_all_pu,max_unbalance_percent,max_loading_a_percent,max_loading_b_percent,max_loading_c_percent,max_loading_percent,p_grid_total_mw,q_grid_total_mvar,voltage_violation,loading_violation,unbalance_violation,any_static_violation
base,True,0.9874980993024559,0.9589880816676601,0.997904718093715,0.9589880816676601,1.000557880374519,0.6563226106383448,29.34997544919104,45.786262309583556,17.88389008804721,45.786262309583556,0.0419239160780539,0.009319820435130861,False,False,False,False
high_load,True,0.9758399925204349,0.9343542845943426,0.9953260311619115,0.9343542845943426,1.0009082939677039,1.0422003255230792,51.33586219783385,74.92422665035085,31.22868319660201,74.92422665035085,0.07114231193516811,0.015051420531446764,True,False,False,True
phase_b_heavy_load,True,1.0013809949742607,0.8735394419717943,1.001728121754981,0.8735394419717943,1.0157103913589045,2.6373286400296467,25.33955664039632,124.1703812271151,15.468501757291378,124.1703812271151,0.07443738770748348,0.015485924946630213,True,True,True,True
single_phase_pv_a,True,1.0002154036303563,0.9528845965924824,0.9956988000305232,0.9528845965924824,1.0120685357763721,0.8892140383991899,13.089668488369746,46.029570337488664,17.922912806442554,46.029570337488664,0.032960135771612685,0.009326918367865762,False,False,False,False
stress_unbalance,True,1.0020601412032843,0.8321909267635733,1.0020681700722982,0.8321909267635733,1.0486550482016535,3.656451537653861,18.07112794758621,155.34473757088125,15.327069451033148,155.34473757088125,0.07669867714433286,0.017561577259520397,True,True,True,True
