cv_type,n_folds,mean_recall,mean_precision,mean_FNR,mean_pf_calls_saved,total_missed_violations
contingency_group,11,0.8961038961038962,0.6653679653679654,0.10389610389610389,0.24675324675324675,8
scenario_group,7,0.6904761904761905,0.7386147186147186,0.3095238095238096,0.4675324675324675,18
