row_id,scenario_id,contingency_id,contingency_type,element_table,element_index,load_scale,phase_a_factor,phase_b_factor,phase_c_factor,pv_scale,bess_p_discharge_mw,converged,min_vm_pu,max_vm_pu,max_vuf_percent,max_line_loading_percent,unserved_load_mw,critical_unserved_load_mw,voltage_low_violation,voltage_high_violation,loading_violation,vuf_violation,non_convergence_violation,service_loss_violation,critical_service_loss_violation,violation_label,severity_score,base_mode,base_load_scale,base_phase_a_factor,base_phase_b_factor,base_phase_c_factor,base_pv_scale,base_bess_p_discharge_mw,base_min_vm_pu,base_max_vm_pu,base_max_vuf_percent,base_max_line_loading_percent,base_p_grid_mw,base_q_grid_mvar,base_p_load_mw,base_q_load_mvar,base_p_sgen_mw,base_p_line_loss_mw,base_converged,base_p_load_a_mw,base_p_load_b_mw,base_p_load_c_mw,base_p_sgen_a_mw,base_p_sgen_b_mw,base_p_sgen_c_mw
r0044,evening_peak_bess_discharge,line_0_out,line_outage,line,0,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.1002375,0.0394875,False,False,False,False,False,True,True,1,1.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0045,evening_peak_bess_discharge,line_1_out,line_outage,line,1,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.07641,0.0394875,False,False,False,False,False,True,True,1,1.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0046,evening_peak_bess_discharge,line_2_out,line_outage,line,2,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.0238275,0.0,False,False,False,False,False,True,False,1,1.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0047,evening_peak_bess_discharge,line_3_out,line_outage,line,3,1.35,1.05,1.2,1.0,0.05,0.009,True,0.9658782299617344,1.000099838909223,0.334095877444826,71.05455665883431,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0048,evening_peak_bess_discharge,line_6_out,line_outage,line,6,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.01566,0.0,False,False,False,False,False,True,False,1,0.783,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0049,evening_peak_bess_discharge,line_7_out,line_outage,line,7,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.0147825,0.0147825,False,False,False,False,False,True,True,1,1.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0050,evening_peak_bess_discharge,pv_0_trip,pv_trip,asymmetric_sgen,0,1.35,1.05,1.2,1.0,0.05,0.009,True,0.9658782332904604,1.000099838942109,0.3340958759327124,71.05451840332277,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0051,evening_peak_bess_discharge,pv_1_trip,pv_trip,asymmetric_sgen,1,1.35,1.05,1.2,1.0,0.05,0.009,True,0.9658677769973943,1.000097551321636,0.3326053362941643,71.05566791261475,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0052,evening_peak_bess_discharge,pv_2_trip,pv_trip,asymmetric_sgen,2,1.35,1.05,1.2,1.0,0.05,0.009,True,0.9656887769513672,1.0000990267827317,0.3348531060759298,71.23853855190747,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0053,evening_peak_bess_discharge,bess_trip,bess_trip,bess_pair,bess_static_setpoint,1.35,1.05,1.2,1.0,0.05,0.009,True,0.963921369443296,1.000098670955651,0.3372565394281469,76.40038329428016,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0054,evening_peak_bess_discharge,pcc_outage,pcc_outage,ext_grid,0,1.35,1.05,1.2,1.0,0.05,0.009,False,,,,,0.1002375,0.0394875,False,False,False,False,True,True,True,1,1.0,grid_connected,1.3,1.0,1.2,1.0,0.1,0.008,0.9668223912306768,1.0000990981676174,0.3425528634838798,68.5671560543988,0.0869790302338403,0.0192399133332307,0.09516,0.019032,0.0098,0.0016190308420448,True,0.0273,0.04056,0.0273,0.0034666666666666,0.0028666666666666,0.0034666666666666
r0055,bess_charging,line_0_out,line_outage,line,0,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0736,0.03465,False,False,False,False,False,True,True,1,1.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0056,bess_charging,line_1_out,line_outage,line,1,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0584,0.03465,False,False,False,False,False,True,True,1,1.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0057,bess_charging,line_2_out,line_outage,line,2,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0152,0.0,False,False,False,False,False,True,False,1,0.76,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0058,bess_charging,line_3_out,line_outage,line,3,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9803112188772326,1.0012419071102012,0.222770207685896,46.92872949788183,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0059,bess_charging,line_6_out,line_outage,line,6,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.01045,0.0,False,False,False,False,False,True,False,1,0.5225000000000001,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0060,bess_charging,line_7_out,line_outage,line,7,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0095,0.0095,False,False,False,False,False,True,True,1,1.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0061,bess_charging,pv_0_trip,pv_trip,asymmetric_sgen,0,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9803112221156738,1.0012419161469814,0.2227702066491492,46.92869561548852,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0062,bess_charging,pv_1_trip,pv_trip,asymmetric_sgen,1,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.98015335968283,1.0006053861418418,0.1951264206881128,46.9400700198916,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0063,bess_charging,pv_2_trip,pv_trip,asymmetric_sgen,2,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9780561800429832,1.000194490413092,0.2157445956067081,49.61896560918736,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0064,bess_charging,bess_trip,bess_trip,bess_pair,bess_static_setpoint,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9817500192191776,1.0012983214214872,0.2149096329349115,41.714855715826054,0.0,0.0,False,False,False,False,False,False,False,0,0.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0065,bess_charging,pcc_outage,pcc_outage,ext_grid,0,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0736,0.03465,False,False,False,False,True,True,True,1,1.0,grid_connected,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,True,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016
r0066,stress_unbalance,line_0_out,line_outage,line,0,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.13072,0.04968,False,False,False,False,False,True,True,1,1.0,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0067,stress_unbalance,line_1_out,line_outage,line,1,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.09856,0.04968,False,False,False,False,False,True,True,1,1.0,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0068,stress_unbalance,line_2_out,line_outage,line,2,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.03216,0.0,False,False,False,False,False,True,False,1,1.0,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0069,stress_unbalance,line_3_out,line_outage,line,3,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9172233940688562,1.000418240682994,1.394164712118817,144.87068146522083,0.0,0.0,True,False,True,False,False,False,False,1,0.4487068146522082,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0070,stress_unbalance,line_6_out,line_outage,line,6,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.01752,0.0,False,False,False,False,False,True,False,1,0.876,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0071,stress_unbalance,line_7_out,line_outage,line,7,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.01952,0.01952,False,False,False,False,False,True,True,1,1.0,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0072,stress_unbalance,pv_0_trip,pv_trip,asymmetric_sgen,0,1.6,0.75,1.85,0.85,0.1,0.0,True,0.917223397460334,1.0004182407773885,1.3941647088255362,144.87064629332053,0.0,0.0,True,False,True,False,False,False,False,1,0.4487064629332054,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0073,stress_unbalance,pv_1_trip,pv_trip,asymmetric_sgen,1,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9172025628767572,1.000421967694822,1.3920699458847008,144.87549634063802,0.0,0.0,True,False,True,False,False,False,False,1,0.4487549634063803,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0074,stress_unbalance,pv_2_trip,pv_trip,asymmetric_sgen,2,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9168040478589332,1.0004211429701693,1.397955761314155,145.28122772198944,0.0,0.0,True,False,True,False,False,False,False,1,0.4528122772198943,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0075,stress_unbalance,bess_trip,bess_trip,bess_pair,bess_static_setpoint,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9171605907521184,1.0004207396813192,1.3959220196369218,144.8841034020499,0.0,0.0,True,False,True,False,False,False,False,1,0.4488410340204991,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
r0076,stress_unbalance,pcc_outage,pcc_outage,ext_grid,0,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.13072,0.04968,False,False,False,False,True,True,True,1,1.0,grid_connected,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,True,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064
