row_id,scenario_id,contingency_id,violation_label,severity_score,load_scale,phase_a_factor,phase_b_factor,phase_c_factor,pv_scale,bess_p_discharge_mw,contingency_type,element_table,element_index,base_load_scale,base_phase_a_factor,base_phase_b_factor,base_phase_c_factor,base_pv_scale,base_bess_p_discharge_mw,base_min_vm_pu,base_max_vm_pu,base_max_vuf_percent,base_max_line_loading_percent,base_p_grid_mw,base_q_grid_mvar,base_p_load_mw,base_q_load_mvar,base_p_sgen_mw,base_p_line_loss_mw,base_p_load_a_mw,base_p_load_b_mw,base_p_load_c_mw,base_p_sgen_a_mw,base_p_sgen_b_mw,base_p_sgen_c_mw,base_mode
r0055,bess_charging,line_0_out,1,1.0,0.95,1.0,1.0,1.0,0.75,-0.009,line_outage,line,0,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0056,bess_charging,line_1_out,1,1.0,0.95,1.0,1.0,1.0,0.75,-0.009,line_outage,line,1,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0057,bess_charging,line_2_out,1,0.76,0.95,1.0,1.0,1.0,0.75,-0.009,line_outage,line,2,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0058,bess_charging,line_3_out,0,0.0,0.95,1.0,1.0,1.0,0.75,-0.009,line_outage,line,3,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0059,bess_charging,line_6_out,1,0.5225000000000001,0.95,1.0,1.0,1.0,0.75,-0.009,line_outage,line,6,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0060,bess_charging,line_7_out,1,1.0,0.95,1.0,1.0,1.0,0.75,-0.009,line_outage,line,7,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0061,bess_charging,pv_0_trip,0,0.0,0.95,1.0,1.0,1.0,0.75,-0.009,pv_trip,asymmetric_sgen,0,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0062,bess_charging,pv_1_trip,0,0.0,0.95,1.0,1.0,1.0,0.75,-0.009,pv_trip,asymmetric_sgen,1,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0063,bess_charging,pv_2_trip,0,0.0,0.95,1.0,1.0,1.0,0.75,-0.009,pv_trip,asymmetric_sgen,2,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0064,bess_charging,bess_trip,0,0.0,0.95,1.0,1.0,1.0,0.75,-0.009,bess_trip,bess_pair,bess_static_setpoint,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0065,bess_charging,pcc_outage,1,1.0,0.95,1.0,1.0,1.0,0.75,-0.009,pcc_outage,ext_grid,0,1.0,1.0,1.0,1.0,0.2,-0.008,0.978358247133478,1.0000391276272966,0.1356946946721074,50.67677668377939,0.0734852387067803,0.0137380728496226,0.076,0.0136,0.0036,0.00108523933208,0.0236666666666666,0.0286666666666666,0.0236666666666666,0.0016,0.0004,0.0016,grid_connected
r0066,stress_unbalance,line_0_out,1,1.0,1.6,0.75,1.85,0.85,0.1,0.0,line_outage,line,0,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0067,stress_unbalance,line_1_out,1,1.0,1.6,0.75,1.85,0.85,0.1,0.0,line_outage,line,1,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0068,stress_unbalance,line_2_out,1,1.0,1.6,0.75,1.85,0.85,0.1,0.0,line_outage,line,2,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0069,stress_unbalance,line_3_out,1,0.4487068146522082,1.6,0.75,1.85,0.85,0.1,0.0,line_outage,line,3,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0070,stress_unbalance,line_6_out,1,0.876,1.6,0.75,1.85,0.85,0.1,0.0,line_outage,line,6,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0071,stress_unbalance,line_7_out,1,1.0,1.6,0.75,1.85,0.85,0.1,0.0,line_outage,line,7,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0072,stress_unbalance,pv_0_trip,1,0.4487064629332054,1.6,0.75,1.85,0.85,0.1,0.0,pv_trip,asymmetric_sgen,0,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0073,stress_unbalance,pv_1_trip,1,0.4487549634063803,1.6,0.75,1.85,0.85,0.1,0.0,pv_trip,asymmetric_sgen,1,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0074,stress_unbalance,pv_2_trip,1,0.4528122772198943,1.6,0.75,1.85,0.85,0.1,0.0,pv_trip,asymmetric_sgen,2,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0075,stress_unbalance,bess_trip,1,0.4488410340204991,1.6,0.75,1.85,0.85,0.1,0.0,bess_trip,bess_pair,bess_static_setpoint,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
r0076,stress_unbalance,pcc_outage,1,1.0,1.6,0.75,1.85,0.85,0.1,0.0,pcc_outage,ext_grid,0,1.35,1.0,1.6,0.8,0.8,-0.008,0.9438151241986574,1.0041986531666602,0.853825313425206,105.74880815001396,0.1039159223927422,0.0218464609588158,0.11519,0.021438,0.0144,0.0031259234156093,0.0310166666666666,0.0588266666666666,0.0253466666666666,0.0064,0.0016,0.0064,grid_connected
