epoch,model_kind,train_loss,val_loss,model
22,pi,0.07911682167114356,0.12614260613918304,PI-MLP full
23,pi,0.06926918335450001,0.10570245236158371,PI-MLP full
24,pi,0.04783146408123848,0.10494256764650345,PI-MLP full
25,pi,0.04881354975394714,0.10193421691656113,PI-MLP full
26,pi,0.035614234705766044,0.10622783750295639,PI-MLP full
27,pi,0.04035028495276586,0.12150838226079941,PI-MLP full
28,pi,0.0868722840379446,0.10055579990148544,PI-MLP full
29,pi,0.040507459869751565,0.06541861593723297,PI-MLP full
30,pi,0.023438884661747858,0.07806897908449173,PI-MLP full
31,pi,0.053357964811416775,0.09454316645860672,PI-MLP full
32,pi,0.06534051379332176,0.05739257112145424,PI-MLP full
33,pi,0.08449032062139267,0.04283767566084862,PI-MLP full
34,pi,0.02175770375208977,0.04564449191093445,PI-MLP full
35,pi,0.029776316040601485,0.05496270954608917,PI-MLP full
36,pi,0.030782785075597275,0.055230289697647095,PI-MLP full
37,pi,0.02221714972685545,0.050117190927267075,PI-MLP full
38,pi,0.02383891201745241,0.04554200544953346,PI-MLP full
39,pi,0.022914898510162648,0.03950757905840874,PI-MLP full
40,pi,0.018197681659307234,0.030038872733712196,PI-MLP full
41,pi,0.019212183566429675,0.024048957973718643,PI-MLP full
42,pi,0.014300227833864016,0.02252175286412239,PI-MLP full
43,pi,0.018346240123112995,0.02173512615263462,PI-MLP full
44,pi,0.018710039836617235,0.018235141411423683,PI-MLP full
45,pi,0.01429600696055553,0.01610494963824749,PI-MLP full
46,pi,0.01575216049185166,0.014741684310138226,PI-MLP full
47,pi,0.010037448543768663,0.013763537630438805,PI-MLP full
48,pi,0.01377046860467929,0.013195298612117767,PI-MLP full
49,pi,0.010212049389687868,0.012810212559998035,PI-MLP full
50,pi,0.01095814453676725,0.012486973777413368,PI-MLP full
51,pi,0.011145559951471977,0.012070433236658573,PI-MLP full
52,pi,0.011371642804871768,0.011484616436064243,PI-MLP full
53,pi,0.010280121881992389,0.01088568102568388,PI-MLP full
54,pi,0.00927187273135552,0.010287555865943432,PI-MLP full
55,pi,0.009543477485959347,0.0099699217826128,PI-MLP full
56,pi,0.010283965474137893,0.009824177250266075,PI-MLP full
57,pi,0.009336657010209866,0.010082638822495937,PI-MLP full
58,pi,0.010541336061671758,0.010261129587888718,PI-MLP full
59,pi,0.01061070629228384,0.009980087168514729,PI-MLP full
60,pi,0.015155883935781626,0.009997223503887653,PI-MLP full
61,pi,0.008761930255553661,0.012850236147642136,PI-MLP full
62,pi,0.010500278729849901,0.018809529021382332,PI-MLP full
63,pi,0.01080794164385551,0.026371698826551437,PI-MLP full
64,pi,0.016047171699121978,0.021408021450042725,PI-MLP full
65,pi,0.013568215060214966,0.01457812637090683,PI-MLP full
66,pi,0.01108554812769095,0.011483568698167801,PI-MLP full
67,pi,0.010125092087456813,0.010208526626229286,PI-MLP full
68,pi,0.009814395449864559,0.009590087458491325,PI-MLP full
69,pi,0.010999971308196202,0.009149829857051373,PI-MLP full
70,pi,0.009052496021374678,0.008847330696880817,PI-MLP full
71,pi,0.010328133303958636,0.008505056612193584,PI-MLP full
72,pi,0.009316473339612667,0.008321160450577736,PI-MLP full
73,pi,0.009026492062287454,0.008494067005813122,PI-MLP full
74,pi,0.007598478108262405,0.008851354010403156,PI-MLP full
75,pi,0.009152957238256931,0.008997557684779167,PI-MLP full
76,pi,0.02002511202142789,0.010006492957472801,PI-MLP full
77,pi,0.009601712107467346,0.011448332108557224,PI-MLP full
78,pi,0.009041859911611447,0.012477363459765911,PI-MLP full
79,pi,0.012205298990011215,0.012260105460882187,PI-MLP full
80,pi,0.008808718946499702,0.011233222670853138,PI-MLP full
81,pi,0.008696657390548633,0.009736134670674801,PI-MLP full
82,pi,0.009487727322639564,0.008888427168130875,PI-MLP full
83,pi,0.007908736021281818,0.008489944972097874,PI-MLP full
84,pi,0.014163605235994626,0.008096866309642792,PI-MLP full
85,pi,0.00819291778577444,0.008093992248177528,PI-MLP full
86,pi,0.009974499985289115,0.008118033409118652,PI-MLP full
87,pi,0.008630979710664505,0.008076210506260395,PI-MLP full
88,pi,0.008113436493425606,0.007909256964921951,PI-MLP full
89,pi,0.008422662324916858,0.007789245806634426,PI-MLP full
90,pi,0.008622712766130766,0.007825770415365696,PI-MLP full
91,pi,0.008102730418053957,0.008343564346432686,PI-MLP full
92,pi,0.008427219584775276,0.009109319187700748,PI-MLP full
93,pi,0.008478093319214307,0.010273782536387444,PI-MLP full
94,pi,0.009647783417350207,0.009956766851246357,PI-MLP full
95,pi,0.008229423481493425,0.008653932251036167,PI-MLP full
96,pi,0.00870490312958375,0.008123780600726604,PI-MLP full
97,pi,0.008186968759848522,0.007978435605764389,PI-MLP full
98,pi,0.007323010514179866,0.008064507506787777,PI-MLP full
99,pi,0.008345097924272219,0.008130826987326145,PI-MLP full
100,pi,0.008066448335273143,0.008053568191826344,PI-MLP full
101,pi,0.009102463340147948,0.007876492105424404,PI-MLP full
102,pi,0.007986569359229926,0.00773356668651104,PI-MLP full
103,pi,0.007601862200177633,0.007593905087560415,PI-MLP full
104,pi,0.009874383918941021,0.007489242125302553,PI-MLP full
105,pi,0.007910188988973506,0.007457718253135681,PI-MLP full
106,pi,0.00731004079660544,0.007427685894072056,PI-MLP full
107,pi,0.007597038534302742,0.007362954318523407,PI-MLP full
108,pi,0.007923501233259836,0.007334718015044928,PI-MLP full
109,pi,0.007678356403723741,0.00740912277251482,PI-MLP full
110,pi,0.007214217464654491,0.007519774604588747,PI-MLP full
111,pi,0.009174743953805704,0.0075675249099731445,PI-MLP full
112,pi,0.0075959787936881185,0.007575918920338154,PI-MLP full
113,pi,0.007393372543633749,0.0075839003548026085,PI-MLP full
114,pi,0.008129896357273445,0.0075232405215501785,PI-MLP full
115,pi,0.007158522374736957,0.007378560956567526,PI-MLP full
116,pi,0.00916574913291977,0.007168442942202091,PI-MLP full
117,pi,0.007193886746580784,0.007035218179225922,PI-MLP full
118,pi,0.00684024376842456,0.007001079618930817,PI-MLP full
119,pi,0.008061373092902776,0.006962503772228956,PI-MLP full
120,pi,0.007380175905732008,0.006969565525650978,PI-MLP full
121,pi,0.0071874750204957445,0.007021007128059864,PI-MLP full
122,pi,0.007337705888904822,0.007059132680296898,PI-MLP full
123,pi,0.008120297740858335,0.007050340063869953,PI-MLP full
124,pi,0.007062556078800788,0.007009351626038551,PI-MLP full
125,pi,0.007269903730887633,0.0069686733186244965,PI-MLP full
126,pi,0.008040294600411868,0.006967656780034304,PI-MLP full
127,pi,0.007626770965707226,0.0069607459008693695,PI-MLP full
128,pi,0.007357092192157721,0.006951304152607918,PI-MLP full
129,pi,0.00764571899213852,0.0069445474073290825,PI-MLP full
130,pi,0.007043407203104251,0.006953619886189699,PI-MLP full
131,pi,0.007646735769529373,0.006970131769776344,PI-MLP full
132,pi,0.0069227225553148836,0.006999841425567865,PI-MLP full
133,pi,0.008151477178893028,0.007012398447841406,PI-MLP full
134,pi,0.007003424295152609,0.007060800679028034,PI-MLP full
135,pi,0.010077324289924059,0.007033667992800474,PI-MLP full
136,pi,0.0073464385305459685,0.006965675391256809,PI-MLP full
137,pi,0.0075740923818487385,0.006930117029696703,PI-MLP full
138,pi,0.006951295758764713,0.006922094151377678,PI-MLP full
139,pi,0.007139944017697603,0.00692931842058897,PI-MLP full
140,pi,0.007374535935620467,0.006945640314370394,PI-MLP full
141,pi,0.007384469577421744,0.00696776295080781,PI-MLP full
142,pi,0.00706970099455271,0.006988748908042908,PI-MLP full
143,pi,0.007034905577221742,0.006990851368755102,PI-MLP full
144,pi,0.007226777692826895,0.00697462260723114,PI-MLP full
145,pi,0.006817096724915199,0.006980667822062969,PI-MLP full
146,pi,0.007137105191269746,0.0070263901725411415,PI-MLP full
147,pi,0.007557613870654351,0.007116394583135843,PI-MLP full
148,pi,0.006864725659864071,0.007194959558546543,PI-MLP full
149,pi,0.007344261193886781,0.007242548279464245,PI-MLP full
150,pi,0.00688226992646471,0.007254175376147032,PI-MLP full
151,pi,0.007449566004559016,0.0072198063135147095,PI-MLP full
152,pi,0.0071579113674278445,0.007129142992198467,PI-MLP full
153,pi,0.007066710923726742,0.007075708359479904,PI-MLP full
154,pi,0.006973279687838676,0.007103070616722107,PI-MLP full
155,pi,0.007012354663740366,0.007018158677965403,PI-MLP full
156,pi,0.007447815189758937,0.007037460338324308,PI-MLP full
157,pi,0.007083238269656132,0.007161231711506844,PI-MLP full
158,pi,0.010771630642314753,0.007233164273202419,PI-MLP full
159,pi,0.007254383526742458,0.007196624297648668,PI-MLP full
160,pi,0.007089888462080405,0.007092136889696121,PI-MLP full
161,pi,0.007229432475585968,0.006980120204389095,PI-MLP full
162,pi,0.007721332868990989,0.006896084640175104,PI-MLP full
163,pi,0.007150468368751881,0.006911405827850103,PI-MLP full
164,pi,0.006879730735165186,0.006860500667244196,PI-MLP full
165,pi,0.007265524222300603,0.006902829743921757,PI-MLP full
166,pi,0.007371917152060912,0.006944890134036541,PI-MLP full
167,pi,0.0073600275537524466,0.006947135087102652,PI-MLP full
168,pi,0.007064554147804394,0.0069266571663320065,PI-MLP full
169,pi,0.006933525395699036,0.0069350590929389,PI-MLP full
170,pi,0.007188768364871159,0.006966995075345039,PI-MLP full
171,pi,0.006963507415583501,0.007098592817783356,PI-MLP full
172,pi,0.007177853837418251,0.007028378080576658,PI-MLP full
173,pi,0.006903132352118309,0.007042132783681154,PI-MLP full
174,pi,0.008469706843010126,0.007081432268023491,PI-MLP full
175,pi,0.006991581871914558,0.007089664228260517,PI-MLP full
176,pi,0.007104913536936809,0.007076522335410118,PI-MLP full
177,pi,0.007015347827034883,0.007057608105242252,PI-MLP full
178,pi,0.0070101542111772755,0.007054068148136139,PI-MLP full
179,pi,0.006788944837470085,0.007074943743646145,PI-MLP full
180,pi,0.007168045804764216,0.00705342274159193,PI-MLP full
181,pi,0.009167742581130603,0.00687084486708045,PI-MLP full
182,pi,0.007269074388134938,0.006846813019365072,PI-MLP full
183,pi,0.006933129917925749,0.006824014242738485,PI-MLP full
184,pi,0.006943113624285429,0.0067960298620164394,PI-MLP full
185,pi,0.006812485591627848,0.006773374974727631,PI-MLP full
186,pi,0.007191998681101279,0.006768335588276386,PI-MLP full
187,pi,0.008790241530499397,0.0068002804182469845,PI-MLP full
188,pi,0.006954316503535478,0.006867626681923866,PI-MLP full
189,pi,0.006915560768296321,0.0069451704621315,PI-MLP full
190,pi,0.006815788901757258,0.007027384825050831,PI-MLP full
191,pi,0.00700999532515804,0.00708996644243598,PI-MLP full
192,pi,0.006695685024635914,0.007138047367334366,PI-MLP full
193,pi,0.006908122163552504,0.007131561636924744,PI-MLP full
194,pi,0.007074878324205294,0.007092241197824478,PI-MLP full
195,pi,0.007064679518150978,0.007008218672126532,PI-MLP full
196,pi,0.0068769698174527055,0.006922724656760693,PI-MLP full
197,pi,0.006973112885577557,0.0068652452901005745,PI-MLP full
198,pi,0.007143722930684304,0.0068468740209937096,PI-MLP full
199,pi,0.0068804762350061005,0.00687084486708045,PI-MLP full
200,pi,0.006774252949234767,0.006905520800501108,PI-MLP full
201,pi,0.006994277286605957,0.006868562661111355,PI-MLP full
202,pi,0.006820477843762209,0.006834295112639666,PI-MLP full
203,pi,0.007556271046782151,0.006866589188575745,PI-MLP full
204,pi,0.00675547548617499,0.006913231685757637,PI-MLP full
205,pi,0.0068242562075073905,0.006965442094951868,PI-MLP full
206,pi,0.0073425428320964175,0.007010491099208593,PI-MLP full
207,pi,0.006884659927051801,0.007066634949296713,PI-MLP full
208,pi,0.006715041525566425,0.007088978309184313,PI-MLP full
209,pi,0.0068427282863129405,0.007027746178209782,PI-MLP full
210,pi,0.006918354091258385,0.0069901105016469955,PI-MLP full
211,pi,0.00745494840427851,0.006969826761633158,PI-MLP full
212,pi,0.00873125202428454,0.006804822478443384,PI-MLP full
213,pi,0.013639163034848677,0.006724848877638578,PI-MLP full
214,pi,0.007293930551849115,0.00691047590225935,PI-MLP full
215,pi,0.006927443071244619,0.0073510571382939816,PI-MLP full
216,pi,0.0069956793211018425,0.007617306895554066,PI-MLP full
217,pi,0.007452710436131709,0.007329856976866722,PI-MLP full
218,pi,0.007000408326395047,0.007029909640550613,PI-MLP full
219,pi,0.0067807743221354215,0.00684135127812624,PI-MLP full
220,pi,0.007845711201811448,0.00681103952229023,PI-MLP full
