cv_type,folds,mean_recall,mean_fnr,mean_pf_calls_saved,mean_auprc
contingency_id,3,0.7597222222222223,0.24027777777777778,0.41269841269841273,0.8770751398798998
scenario_id,3,0.927536231884058,0.07246376811594203,0.20707070707070707,0.9419115725604726
